janamdivas	जन्मदिवस
harishchandr	हरीशचंद्र
jivansathi	जीवनसाथी
mooves	मूव्स
tantuon	तंतुओं
pahunchaate	पहुंचाते
nimbaalkar	निंबालकर
dvipon	द्वीपों
gachcha	गच्चा
lennon	लेनॉन
mukadmon	मुकदमों
vishwaniya	विश्वनीय
parvaton	पर्वतों
aksharon	अक्षरों
prayatnon	प्रयत्नों
device	डिवाइस
niche	निचे
pyadon	प्यादों
sarvsammat	सर्वसम्मत
prakashotsav	प्रकाशोत्सव
jaibhagwan	जयभान
larva	लार्वा
bhutia	भूटिया
poornamaasi	पूर्णमासी
nibhaati	निभाती
app	ऐप
aayatakar	आयताकार
pansuvan	पुंसवन
pracheenkaal	प्राचीनकाल
huang	हुआंग
lachcha	लच्छा
kishorvay	किशोरवय
aashayn	आशाएं
aavishkaarak	आविष्कारक
anjaani	अंजानी
adhyayankrata	अध्ययनकर्ता
bhaagon	भागों
jikr	जिक्र
bahupakshiy	बहुपक्षीय
ummedwar	उम्मीदवार
confucius	कन्फ्यूशियस
ent	ईएनटी
jangipur	जंगीपुर
thama	थामा
milani	मिलानी
nijata	निजता
lakadbagdha	लकड़बग्घा
apavitr	अपवित्र
avinashi	अविनाशी
jivashmon	जीवाश्मों
sendhmari	सेंधमारी
khichte	खींचते
sahanaa	सहना
bikharati	बिखरती
devaalaya	देवालय
dhansi	धंसी
rivaaz	रिवाज
descriptive	डिस्क्रिप्टिव
poojaayein	पूजाएं
pahinane	पहिनने
prasaadhanon	प्रसाधनों
divason	दिवसों
heenayaana	हीनयान
deshdrohiyon	देशद्रोहियों
daren	दरें
karoge	करोगे
vidhuteeye	विद्युतीय
gokarn	गोकर्ण
socha	सोचा
aavarti	आवर्ती
dhokhebazi	धोखेबाजी
gherta	घेरता
filmane	फिल्माने
digo	डीगो
jhagade	झगड़े
asafalta	असफलता
brabri	बराबरी
calvi	कालवी
gurudware	गुरुद्वारे
firmware	फर्मवेयर
melaatonin	मेलाटोनिन
terminal	टर्मिनल
anubhaa	अनुभा
pehnaya	पहनाया
pahredari	पहरेदारी
faislon	फैसलों
janamdin	जन्मदिन
filmkar	फिल्मकार
adhir	अधीर
basana	बसाना
bandhe	बंधे
hanish	हनीश
galiyare	गलियारे
joddtodd	जोड़तोड़
bodhivarsha	बोधिवृक्ष
sankhiyakiy	सांख्यिकीय
gholen	घोलें
sinjar	सिंजार
sinet	सीनेट
karyavahiyon	कार्यवाहियों
thakane	थकाने
ramarao	रामाराव
patrachar	पत्राचार
vishta	विष्ट
gibson	गिब्सन
catlog	कैटलॉग
kadaake	कड़ाके
komila	कोमिला
tijori	तिजोरी
baberoo	बबेरू
trincomalee	त्रिंकोमाली
chhaatraavaas	छात्रावास
paarangat	पारंगत
manhani	मानहानि
goliyaan	गोलियां
coxon	कोषों
shramshakti	श्रमशक्ति
shrisant	श्रीसंत
agenciyan	एजेंसियां
chhabriya	छाबरिया
haajma	हाजमा
yazid	यजीद
rajyasatta	राज्यसत्ता
chunautiyan	चुनौतियां
payload	पेलोड
haashiyaa	हाशिया
mahjabeen	महजबीन
bnaeye	बनाइये
coventry	कॉवेंट्री
cooker	कुकर
rotiyon	रोटियों
aguvae	अगुवाई
nartakon	नर्तकों
roodiyon	रुढियों
duton	दूतों
kishoriyon	किशोरियों
dhamaniyaan	धमनियां
brin	ब्रिन
aavdhik	आवधिक
gaban	गबन
brahmaputra	ब्रह्मपुत्र
faslon	फसलों
balatkaron	बलात्कारों
mors	मॉर्स
muhammadpur	मुहम्मदपुर
thopate	थोपते
gananaon	गणनाओं
makrana	मकराना
vayumarg	वायुमार्ग
vargikrat	वर्गीकृत
puratatvavid	पुरातत्वविद
ajama	आजमा
lovan	लवन
suryawanshi	सूर्यवंशी
samparkon	संपर्कों
padkrama	पदक्रम
bhaaduri	भादुरी
painty	पेंटी
moolyabodh	मूल्यबोध
pancreyaj	पैंक्रियाज
kites	कीट्स
rajyamantri	राज्यमंत्री
drav	द्रव
mukhprashth	मुखपृष्ठ
sumedh	सुमेध
pakdate	पकड़ते
shivoham	शिवोहम
dharkar	धरकर
barkshayar	बर्कशायर
panbijlee	पनबिजली
pti	पीटीआई
prtipalak	प्रतिपालक
bhulaane	भुलाने
pahnaavaa	पहनावा
singham	सिंघम
samaajshastriya	समाजशास्त्रीय
gip	जीआईपी
sheikh	शेख़
appealkarta	अपीलकर्ता
dravyaman	द्रव्यमान
sensorship	सेंसरशिप
bajte	बजते
ghonghe	घोंघे
ehtiyat	एहतियात
ghayalavastha	घायलावस्था
majdooron	मजदूरों
matel	मैटल
tirva	तिर्वा
tommy	टॉमी
bhautikvidon	भौतिकविदों
generalon	जनरलों
magnisium	मैग्नीशियम
asprashyon	अस्पृश्यों
laving	लविंग
kimati	कीमती
shrenibandh	श्रेणीबद्ध
certified	सर्टिफाइड
gauravmayi	गौरवमयी
karnail	करनैल
jaamwanti	जामवंती
kamdev	कामदेव
paalmaa	पाल्मा
uttraanchal	उत्तरांचल
aankane	आंकने
daawat	दावत
santon	संतों
chaukhaton	चौखटों
jativaad	जातिवाद
ghatnaon	घटनाओं
pratikriyaein	प्रतिक्रियाएं
gondavana	गोंडवाना
kavas	कवास
kutil	कुटिल
mutation	म्यूटेशन
hadse	हादसे
nishkaasan	निष्कासन
millennium	मिलेनियम
guleri	गुलेरी
samajshatriyon	समाजशास्त्रियों
kundapur	कुंडापुर
asamay	असमय
jaivavividhtaa	जैवविविधता
varshaaranbh	वर्षारंभ
sujhana	सुझाना
straavit	स्त्रावित
gardne	गाड़ने
manavtavaadi	मानवतावादी
gherata	घेरता
premkahaani	प्रेमकहानी
barande	बरांडे
ucchah	उछाह
kharratey	खर्राटे
batalaya	बतलाया
mujhse	मुझसे
kishan	किशन
likhai	लिखाई
wearon	वेरोन
harinaam	हरिनाम
sarvapramukh	सर्वप्रमुख
peragve	पैराग्वे
rambruksha	रामबृक्ष
pinaak	पिनाक
dhakelna	धकेलना
rootabey	रुतबे
skandh	स्कंध
transformation	ट्रांसपोर्टेशन
poonjiwaad	पूंजीवाद
chheda	छेड़ा
patson	पटसन
pranayan	प्रणयन
pawansut	पवनसुत
vishaltam	विशालतम
cranial	क्रेनियल
kudna	कूदना
nideshakon	निदेशकों
fekane	फेकने
sughadata	सुघड़ता
takhane	टखने
kshar	क्षार
beetega	बीतेगा
paschatap	पश्चाताप
ghade	घड़े
maranaasaan	मरणासन्न
alerts	अलर्ट्स
prachnvachak	प्रश्नवाचक
tumhen	तुम्हें
swaadisht	स्वादिष्ट
wahika	वाहिका
talwalkar	तलवलकर
niraakaar	निराकार
reejhe	रीझे
nuvo	नुवो
boodhe	बूढ़े
yashoda	यशोदा
jaadon	जाड़ों
aashawan	आशावान
nijam	निजाम
himalayan	हिमालयन
sammit	सम्मति
hingot	हिंगोट
nishedhaatmak	निषेधात्मक
khalifa	खलीफा
vadiya	वाडिया
friend	फ्रेंड
pamthon	पंथों
nukila	नुकीला
mooratipooja	मूर्तिपूजा
matiyala	मटियाला
jagnnathan	जगन्नाथन
parihas	परिहास
rasika	रसिका
gauss	गौस
surymandal	सूर्यमंडल
pratyak	प्रत्यक
kutniti	कूटनीति
milaakar	मिलाकर
remix	रीमिक्स
paanchon	पांचों
ugalney	उगलने
pinewale	पीनेवाले
sanaee	सनई
jagaho	जगहों
vyakhyaon	व्याख्याओं
avtaran	अवतरण
sankendrit	संकेंद्रित
bhumadhyarekhiy	भूमध्यरेखीय
dikhungaa	दिखेगा
banbhatt	बाणभट्ट
mayne	मायने
panktibaddh	पंक्तिबद्ध
asahayata	असहायता
khbiyan	खूबियां
positioning	पोजिशनिंग
sterling	स्टर्लिंग
pippalad	पिप्पलाद
aankadon	आंकड़ों
prakaaron	प्रकारों
rukega	रूकेगा
makadee	मकड़ी
panapte	पनपते
taibrekar	टाईब्रेकर
durdaraaj	दूरदराज
budde	बुड्ढे
buhana	बुहाना
duniyaon	दुनियाओं
janmantar	जन्मांतर
antiseptic	एंटीसेप्टिक
ramlal	रामलाल
thanon	थानों
srilal	श्रीलाल
smack	स्मैक
tikting	टिकटिंग
shaitan	शैतान
swikarti	स्वीकारती
abhinandan	अभिनंदन
hastmaithun	हस्तमैथुन
hoskotey	होसकोटे
dawaiyan	दवाइयां
vidhaayikaaon	विधायिकाओं
damaru	डमरू
vighnaharta	विघ्नहर्ता
stambhkar	स्तंभकार
prabandhakiya	प्रबंधकीय
diggajon	दिग्गजों
dilwaane	दिलवाने
bhunkar	भूनकर
rsson	रस्सों
keshvanand	केशवानंद
sarvapalli	सर्वपल्ली
jalyaan	जलयान
ukraini	यूक्रेनी
ekkiisvin	इक्कीसवीं
jayad	जायद
